feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.0976270078546495,0.18576054156231514,-0.05248985050947678,0.6837074912300792,-0.8276720191548389,0.07682223040783319,-0.7922367815754677,0.42222715330229316,-0.6064339081045124,0.14188477719167275,1
0.43037873274483895,-0.9798726086878133,-0.14109793834521756,-0.5791015925920144,-0.8096799914487712,-0.2555202317900549,0.8703147229476654,-0.14674252744468874,0.458610771057928,-0.028521433831094074,0
0.20552675214328775,-0.04834760828555451,0.4383633868452262,-0.9134556891522588,-0.20159415342476666,0.47470276189660937,-0.08162747441658937,-0.043227641355523566,-0.21523095594289648,0.574689691683562,0
0.08976636599379373,0.4175407818820973,0.14875717697747295,0.022011138087673986,0.32152727266964637,0.29411246455896833,0.1062935232187683,0.7735157484954223,-0.03014376681955952,0.139040523983972,1
-0.15269040132219058,-0.9120491359518188,-0.32147627667644524,0.0750576135030646,0.7938807618726837,-0.3216288008943694,-0.5667964128192294,0.4983798214099078,-0.07438307611683963,0.048002102484885005,1
0.29178822613331223,0.7590429660474602,-0.022556651846667407,0.03956086196476754,0.4252653417617191,-0.41956209529963684,-0.5058870420527443,0.042484068518853835,-0.8032198447249164,-0.6865267680209642,1
-0.12482557747461498,0.04016283327134618,0.9333415741658135,0.37873416503070195,-0.005028235934507269,0.6190034679792199,-0.5202996150425725,-0.1578015616929291,0.3117268047121912,0.4453358407156974,0
0.7835460015641595,-0.9386779033485642,0.2564584234138882,-1.2706194038441123,-0.484041058832289,0.23853404617843263,-0.17797574652340317,1.2701158103795858,0.46327915048354823,0.2790409403093329,0
0.9273255210020586,-0.5511727761583196,-0.5584747768733618,-0.01764836980145778,0.12060198210947626,0.5638918150639012,0.44056554854981617,0.5164945972599728,-0.461956007905001,0.7060758491493154,0
-0.2331169623484446,0.907351392854626,-0.6902153761536346,-0.2679572808330809,0.21538556747282073,-0.07494579586656966,-0.5030184289601958,-0.4107749128015663,-0.7741271614245212,0.26598731950359567,0
0.5834500761653292,0.16463946610411062,0.6302844225210746,-0.05019675170068301,-0.2001744075067117,-0.7361614642332448,0.4566009621260888,1.1056521666197465,-0.8987279021834488,-0.5317164690773034,1
0.05778983950580896,-0.7850548644623909,-0.33979652127207205,-0.2821589548412445,0.1136729750717405,0.8071247736401137,0.5042986434300518,0.26379869138715795,-0.36196435202930105,-0.5598141168402272,0
0.13608912218786462,-0.424910995438877,-0.39838765315315045,0.7740334006893693,-0.030871650728950536,-0.2234181268313106,-0.09187786512499613,0.41230910981923385,-0.6564248372748959,0.7074370679612112,0
0.8511932765853221,-0.08659274827903163,0.07823812847314948,-0.10817198914786305,0.2214230568733695,0.10919853656496852,-0.17209822823369061,-0.12635533602080334,-0.4344312734329761,0.3281953754296512,0
-0.8579278836042261,-0.9580998614645391,-0.2659969047055809,-0.4781292112161414,0.08293176132676866,0.6645706413727767,-0.024172311889909807,-0.30405062847584496,0.2019480104179869,0.968356231201276,1
-0.8257414005969186,-0.17676897277248238,-0.7259527647158737,0.1911013938926468,0.1025433126159269,0.5807669017795586,0.4954545868424226,-0.09335455590488961,-0.8422586277124414,0.4032818839481298,1
-0.9595632051193486,-0.021082729130603717,-0.41759634509574156,-0.47337020547859476,0.5741752903455631,-0.45542518881932625,0.7014223700501216,0.1679223607026565,0.1595592000431412,0.15363239025279551,1
0.665239691095876,-0.5126442494375356,-0.8192118128708961,-0.8881943081732879,0.1077765268943424,0.28400367961321005,0.041305516078100506,-0.41076725850976376,0.009461051941097368,-0.041017076572742076,0
0.556313501899701,0.17727800058397314,-0.47857904913770516,0.5069860770560807,-0.8651380307750429,0.2943712034037532,0.19216170260562265,0.5048559274058572,-0.5026559361744294,0.0507035733341055,1
0.7400242964936383,0.5064802391843537,1.085582474659083,0.33103714449985316,0.05029060436448159,0.2695806370570983,0.04308842119006001,1.09544900661992,0.49181809789458975,-0.04280747711524854,1
0.957236684465528,-0.528331551788729,0.12616571569226062,-0.19539899804050678,0.6049250632051525,-0.7030523856955054,-0.8023692649304935,0.7293573748379968,1.0765598962852914,0.23415245384479585,0
0.5983171284334472,0.24099980055997539,0.05636897061786863,0.32863384515238864,-0.32352676319137963,0.08562177257610624,0.019454352928107516,0.3132821253726803,-0.7789992640916982,-0.25351738488266873,1
-0.07704127549413631,0.2792444859274832,0.4224978015004186,-0.3377969138150315,-0.4966806877115677,1.021036074913477,0.01905900008970018,-0.2894590699716039,-0.8461852187370542,0.3646731731402131,0
0.5610583525729109,0.897080602257682,0.3495680768593469,-0.14937980028496797,-0.5511150954535453,-0.012274711821189518,-0.41792803374081067,-0.47104679443655795,-0.05160637573085379,-0.5256951993300323,1
-0.7634511482621336,0.5565523345928876,0.12332447762622309,0.30399625470319863,-0.4198162235865957,-0.6841225476691953,0.7806397994779035,-0.4701351179786024,-0.32997135255116883,0.10650858371494368,0
0.27984204265504764,0.696690539580012,0.2996846862611485,-0.1281584468448214,0.23039716385062778,-0.2004930789482005,-0.48558533241219537,0.7131584303935137,1.244220807165564,0.8479847665070847,1
-0.7132934251819072,-0.019160183127449715,0.07090331957672723,0.9167176809078392,0.17785175786199223,-0.23864313520161468,0.23318978719098943,-0.04719625320559248,-0.49155909187285385,-0.449160985716008,1
0.8893378340991678,-0.6293028260412343,0.40102586937025797,-0.9232659908323365,0.3020683702213421,-0.8147918013742191,-1.060588222451218,-0.9194233018792493,0.9833819859673699,-0.098116982471771,0
0.04369664350014335,0.99163058591927,0.043291590082709545,0.7096275229554756,0.4670898742498624,-0.6957526347021098,0.43450317140938055,0.09209063235177314,-0.1708390487979403,0.012145457068890194,1
-0.17067612001895283,-0.7412884779226008,0.639906010314011,-0.4429832410204764,0.20044283955206058,-0.004828618266454173,-0.8985823076978092,-0.4011265858654054,0.09660677661684823,0.6486710445464453,1
-0.47088877579074606,-0.05708536129146924,0.5006655086733648,0.2986062522017125,-0.4076378305682293,0.9006069954042675,0.10762023381980573,-0.5031827608392752,-0.0914524904284755,0.44812421267807967,1
0.5484673788684333,-0.8638138015157868,0.0038087491590790535,0.4434323432913805,0.5518469787310751,0.20026534229935308,-0.428851311523447,0.06772733159499027,0.022582927969415502,0.9296731669258141,0
-0.0876993355669029,0.887701714701639,-0.813160968913415,-0.06741122554717703,-0.29204677339745966,0.16755281009799944,-1.218782179599678,0.55746227974514,0.006874243667766828,-0.9223505818140231,0
